Longitude;Latitude;Name;Speed;Course;Time
12.0753;57.0527;Punkt A00685;3.20734341255471;328;14
12.066;57.0647;Punkt A00686;3.20734341255471;336;16
12.056;57.0767;Punkt A00687;2.9935205183844;342;14
12.1167;57.0707;Punkt A00688;3.79049676029193;106;36
12.1313;57.0673;Punkt A00689;3.59611231104619;129;10
12.1293;57.058;Punkt A00690;4.19870410370798;264;10
12.0893;57.0627;Punkt A00691;2.79913606913866;310;30
12.0787;57.0733;Punkt A00692;2.9935205183844;322;14
12.0633;57.0827;Punkt A00693;2.9935205183844;315;14
12.0493;57.0913;Punkt A00694;4.19870410370798;281;14
12.024;57.0827;Punkt A00695;3.79049676029193;223;16
12.0207;57.074;Punkt A00696;1.39956803456933;207;14
12.026;57.068;Punkt A00697;1.59395248381507;207;14
12.0307;57.0627;Punkt A00698;0;207;14
12.0373;57.0587;Punkt A00699;4.00431965446224;105;16
12.036;57.0587;Punkt A00700;2.60475161989292;110;14
12.0367;57.0647;Punkt A00701;1.59395248381507;110;14
12.0347;57.0713;Punkt A00702;2.3909287257226;110;14
12.1293;57.0573;Punkt A00703;1.39956803456933;75;30
12.1033;57.0567;Punkt A00704;8.20302375817023;281;14
12.0607;57.0687;Punkt A00705;2.00215982723112;337;14
12.062;57.068;Punkt A00706;0;337;14
12.082;57.0713;Punkt A00707;3.40172786180045;64;14
12.1067;57.0693;Punkt A00708;3.59611231104619;106;16
12.1327;57.0647;Punkt A00709;3.59611231104619;128;14
12.1207;57.0553;Punkt A00710;3.40172786180045;269;14
12.0973;57.05;Punkt A00711;3.40172786180045;247;14
12.0747;57.046;Punkt A00712;2.79913606913866;278;14
12.0873;57.0547;Punkt A00713;3.20734341255471;43;14
12.1033;57.0647;Punkt A00714;3.20734341255471;51;16
12.1267;57.068;Punkt A00715;3.40172786180045;85;14
12.1527;57.0673;Punkt A00716;3.59611231104619;103;14
12.1693;57.0507;Punkt A00717;3.59611231104619;248;30
12.1487;57.0407;Punkt A00718;3.20734341255471;252;14
12.1333;57.0487;Punkt A00719;2.9935205183844;345;14
12.1293;57.06;Punkt A00720;3.20734341255471;46;14
12.1287;57.0727;Punkt A00721;3.20734341255471;339;14
12.1067;57.076;Punkt A00722;4.19870410370798;237;14
12.0873;57.064;Punkt A00723;4.00431965446224;200;16
12.0907;57.048;Punkt A00724;3.79049676029193;158;14
12.1007;57.0347;Punkt A00725;3.79049676029193;156;14
12.106;57.0287;Punkt A00726;4.19870410370798;131;6
12.1387;57.0227;Punkt A00727;3.59611231104619;101;18
12.152;57.0213;Punkt A00728;3.40172786180045;99;8
12.1607;57.02;Punkt A00729;0;84;14
12.1613;57.0193;Punkt A00730;0;84;8
12.1627;57.018;Punkt A00731;0.991360691153274;143;4
12.164;57.0173;Punkt A00732;0;143;4
12.1633;57.0167;Punkt A00733;0;143;10
12.1633;57.0153;Punkt A00734;0;143;14
12.1633;57.0133;Punkt A00735;0;143;14
12.1353;57.0033;Punkt A00736;8.39740820741597;252;30
12.1347;57.028;Punkt A00737;9.1943844493235;31;14
12.14;57.06;Punkt A00738;9.1943844493235;47;14
12.1093;57.0873;Punkt A00739;9.00000000007776;304;16
12.0553;57.1;Punkt A00740;9.1943844493235;245;14
12.106;57.05;Punkt A00741;9.7969762419853;198;28
12.078;57.014;Punkt A00742;9.7969762419853;205;14
12.0473;56.978;Punkt A00743;9.60259179273956;206;16
12.018;56.944;Punkt A00744;9.40820734349382;205;14
11.9887;56.908;Punkt A00745;9.40820734349382;202;14
12.0127;56.8873;Punkt A00746;9.60259179273956;90;14
12.096;56.878;Punkt A00747;9.1943844493235;247;20
12.0633;56.8607;Punkt A00748;9.60259179273956;216;8
12.064;56.8273;Punkt A00749;9.7969762419853;144;16
12.096;56.7927;Punkt A00750;9.7969762419853;156;14
12.124;56.7553;Punkt A00751;9.99136069123104;157;14
12.1493;56.7193;Punkt A00752;10.2051835854014;160;14
12.1767;56.6807;Punkt A00753;10.2051835854014;158;14
12.2053;56.642;Punkt A00754;9.99136069123104;160;16
12.234;56.604;Punkt A00755;10.5939524838928;158;14
12.258;56.5647;Punkt A00756;10.5939524838928;162;14
12.2827;56.5253;Punkt A00757;9.99136069123104;160;14
12.3067;56.486;Punkt A00758;10.2051835854014;163;16
12.33;56.448;Punkt A00759;10.2051835854014;162;14
12.374;56.3787;Punkt A00760;9.99136069123104;164;26
12.3873;56.3547;Punkt A00761;9.60259179273956;160;8
12.3953;56.3413;Punkt A00762;9.60259179273956;162;6
12.4033;56.3287;Punkt A00763;9.60259179273956;160;4
12.412;56.3167;Punkt A00764;9.40820734349382;159;6
12.4153;56.304;Punkt A00765;9.1943844493235;176;4
12.4133;56.2953;Punkt A00766;3.79049676029193;198;6
12.4093;56.2907;Punkt A00767;3.20734341255471;208;4
12.4073;56.2867;Punkt A00768;2.9935205183844;210;6
12.404;56.2833;Punkt A00769;3.20734341255471;224;4
12.3987;56.2793;Punkt A00770;3.20734341255471;200;6
12.396;56.2753;Punkt A00771;3.20734341255471;206;6
12.394;56.2713;Punkt A00772;2.79913606913866;192;4
12.3913;56.2673;Punkt A00773;2.9935205183844;197;6
12.3887;56.2633;Punkt A00774;2.9935205183844;202;4
12.386;56.2593;Punkt A00775;2.9935205183844;194;6
12.384;56.2547;Punkt A00776;3.20734341255471;191;4
12.3827;56.2507;Punkt A00777;2.9935205183844;190;6
12.3813;56.246;Punkt A00778;2.9935205183844;193;4
12.3787;56.2427;Punkt A00779;2.9935205183844;200;6
12.3773;56.238;Punkt A00780;3.40172786180045;188;4
12.3753;56.2333;Punkt A00781;3.40172786180045;193;6
12.3733;56.2287;Punkt A00782;3.40172786180045;195;4
12.372;56.2233;Punkt A00783;3.40172786180045;185;6
12.3707;56.2187;Punkt A00784;3.40172786180045;194;4
12.3687;56.2147;Punkt A00785;3.20734341255471;190;6
12.3687;56.21;Punkt A00786;2.79913606913866;187;4
12.3687;56.2127;Punkt A00787;3.40172786180045;16;6
12.372;56.2173;Punkt A00788;3.20734341255471;21;4
12.3753;56.2213;Punkt A00789;3.20734341255471;26;6
12.3793;56.2273;Punkt A00790;0;23;4
12.38;56.2313;Punkt A00791;2.60475161989292;23;6
12.382;56.2353;Punkt A00792;3.40172786180045;20;4
12.384;56.2447;Punkt A00793;3.40172786180045;2;12
12.384;56.2487;Punkt A00794;1.39956803456933;4;4
12.3833;56.2493;Punkt A00795;0;4;4
12.3833;56.25;Punkt A00796;0;4;6
12.3833;56.2507;Punkt A00797;0;4;6
12.3833;56.254;Punkt A00798;8.00863930892449;354;4
12.3787;56.266;Punkt A00799;9.00000000007776;349;6
12.3747;56.2773;Punkt A00800;9.40820734349382;350;4
12.3693;56.2913;Punkt A00801;9.1943844493235;346;6
12.3633;56.3027;Punkt A00802;9.00000000007776;344;4
12.358;56.3147;Punkt A00803;9.00000000007776;346;6
12.352;56.3267;Punkt A00804;8.80561555083202;349;4
12.348;56.3387;Punkt A00805;8.59179265666171;349;6
12.3447;56.3513;Punkt A00806;8.59179265666171;353;4
12.3413;56.3633;Punkt A00807;8.59179265666171;353;6
12.3387;56.3753;Punkt A00808;8.80561555083202;353;4
12.3353;56.3873;Punkt A00809;8.59179265666171;348;6
12.3313;56.3993;Punkt A00810;8.20302375817023;350;4
12.328;56.41;Punkt A00811;8.20302375817023;352;6
12.324;56.4207;Punkt A00812;8.00863930892449;349;4
12.3207;56.4327;Punkt A00813;7.79481641475417;352;6
12.3173;56.444;Punkt A00814;7.60043196550843;351;6
12.314;56.4547;Punkt A00815;7.60043196550843;352;4
12.3113;56.464;Punkt A00816;7.60043196550843;350;4
12.3087;56.4753;Punkt A00817;7.60043196550843;355;6
12.306;56.486;Punkt A00818;7.60043196550843;353;6
12.3033;56.4967;Punkt A00819;7.60043196550843;351;4
12.3007;56.5073;Punkt A00820;7.60043196550843;352;6
12.2987;56.518;Punkt A00821;7.60043196550843;354;4
12.2973;56.5287;Punkt A00822;7.79481641475417;359;6
12.296;56.5393;Punkt A00823;7.79481641475417;358;4
12.2967;56.5513;Punkt A00824;8.00863930892449;3;6
12.298;56.5613;Punkt A00825;8.00863930892449;4;4
12.2993;56.574;Punkt A00826;8.00863930892449;3;6
12.3;56.584;Punkt A00827;8.00863930892449;2;4
12.2987;56.596;Punkt A00828;8.00863930892449;352;6
12.2953;56.606;Punkt A00829;8.00863930892449;348;4
12.2913;56.618;Punkt A00830;8.00863930892449;351;6
12.2873;56.6287;Punkt A00831;8.00863930892449;348;4
12.2813;56.64;Punkt A00832;8.20302375817023;343;6
12.274;56.6507;Punkt A00833;8.20302375817023;336;4
12.266;56.6607;Punkt A00834;8.20302375817023;334;6
12.2567;56.6713;Punkt A00835;8.00863930892449;330;4
12.2467;56.6807;Punkt A00836;8.00863930892449;330;6
12.236;56.6907;Punkt A00837;8.00863930892449;328;4
12.2253;56.7007;Punkt A00838;8.20302375817023;327;6
12.214;56.7107;Punkt A00839;8.20302375817023;330;6
12.2033;56.72;Punkt A00840;8.20302375817023;326;4
12.1953;56.7313;Punkt A00841;8.20302375817023;340;6
12.1887;56.7413;Punkt A00842;8.20302375817023;343;4
12.1827;56.7533;Punkt A00843;8.39740820741597;343;6
12.178;56.764;Punkt A00844;8.39740820741597;344;4
12.1713;56.776;Punkt A00845;8.59179265666171;345;6
12.166;56.7873;Punkt A00846;8.39740820741597;346;4
12.1613;56.798;Punkt A00847;8.59179265666171;346;4
12.1473;56.8213;Punkt A00848;8.59179265666171;343;12
12.1407;56.8327;Punkt A00849;8.59179265666171;341;4
12.1327;56.8433;Punkt A00850;8.39740820741597;336;6
12.1233;56.8553;Punkt A00851;8.39740820741597;337;4
12.1147;56.8653;Punkt A00852;8.39740820741597;336;6
12.106;56.8753;Punkt A00853;8.59179265666171;336;4
12.098;56.8867;Punkt A00854;8.00863930892449;12;6
12.104;56.8973;Punkt A00855;7.79481641475417;15;4
12.11;56.908;Punkt A00856;7.60043196550843;15;6
12.1133;56.9173;Punkt A00857;7.40604751626269;9;4
12.1207;56.9273;Punkt A00858;7.19222462209238;22;6
12.1247;56.932;Punkt A00859;7.19222462209238;19;2
12.0447;56.9307;Punkt A00860;7.60043196550843;54;70
12.1053;57.0353;Punkt A00861;8.00863930892449;328;60
11.9867;57.15;Punkt A00862;9.00000000007776;13;60
11.9667;57.2853;Punkt A00863;9.1943844493235;87;62
11.74;57.308;Punkt A00864;8.80561555083202;266;60
11.6467;57.4453;Punkt A00865;8.80561555083202;347;60
11.6267;57.4467;Punkt A00866;3.59611231104619;319;60
11.598;57.4947;Punkt A00867;3.40172786180045;78;62
11.6227;57.466;Punkt A00868;0;161;60
11.6413;57.4667;Punkt A00869;0;114;60
11.6453;57.4753;Punkt A00870;7.60043196550843;344;62
11.5487;57.6133;Punkt A00871;8.59179265666171;347;60
11.4653;57.7507;Punkt A00872;8.59179265666171;337;60
11.3807;57.8893;Punkt A00873;8.59179265666171;348;60
11.316;58.048;Punkt A00874;9.60259179273956;6;62
11.4053;58.19;Punkt A00875;10.2051835854014;100;60
11.4693;58.186;Punkt A00876;0;111;60
11.4693;58.1853;Punkt A00877;0;111;60
11.4693;58.1853;Punkt A00878;0;111;60
